iri,label,typeLabel,country
http://www.wikidata.org/entity/Q2967795,Château Guillaume de Lignac,castle,France
http://www.wikidata.org/entity/Q38600969,Castell Manest,castle,United Kingdom
http://www.wikidata.org/entity/Q72703760,Castello del Drosso,castle,Italy
http://www.wikidata.org/entity/Q1923521,Drum Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q1015842,Burgstall Mederike,castle,Germany
http://www.wikidata.org/entity/Q17661890,Castle Hill motte,castle | motte,United Kingdom
http://www.wikidata.org/entity/Q4948642,Bothmar Castle,castle,Switzerland
http://www.wikidata.org/entity/Q3662579,Conisbrough Castle,castle | historic house museum | archaeological site,United Kingdom
http://www.wikidata.org/entity/Q1049531,Castle Tioram,castle,United Kingdom
http://www.wikidata.org/entity/Q23905452,Caldora Castle,castle,Italy
http://www.wikidata.org/entity/Q175213,Altenburg,mountain | castle | archaeological site,Germany
http://www.wikidata.org/entity/Q27825863,Benavente’s Castle,castle,Spain
http://www.wikidata.org/entity/Q1013223,Burg Nettersheim,castle,Germany
http://www.wikidata.org/entity/Q17641533,Offton Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2970072,Château de Mostuéjouls,castle,France
http://www.wikidata.org/entity/Q98167384,Cultural heritage D-6-5527-0001 in Bastheim,monastery | castle | feature | Bodendenkmal,Germany
http://www.wikidata.org/entity/Q108612523,Castle of Koskinou,castle,Greece
http://www.wikidata.org/entity/Q5049780,Castelo de Juromenha,castle | cultural heritage | fortress,Portugal
http://www.wikidata.org/entity/Q56726967,Castle of Cuenca,castle,Spain
http://www.wikidata.org/entity/Q1014507,Burg Weidach,castle,Germany
http://www.wikidata.org/entity/Q43134788,Castillo de Sierra del Castillo,monument | castle,Spain
http://www.wikidata.org/entity/Q11814,Stafford Castle,castle | local authority museum,United Kingdom
http://www.wikidata.org/entity/Q24659216,Corfham Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q83718891,Château fort de Barrault,castle,France
http://www.wikidata.org/entity/Q761860,Veste Landskron,castle,Germany
http://www.wikidata.org/entity/Q2968213,Château d'Escoire,castle,France
http://www.wikidata.org/entity/Q54869826,Baikie Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q20985563,Castell de Montaspre,castle,Spain
http://www.wikidata.org/entity/Q2968367,Castle,architectural structure | castle,Switzerland
http://www.wikidata.org/entity/Q108584907,Haus Thüle,castle | château | architectural structure,Germany
http://www.wikidata.org/entity/Q6746716,Castillo de Petrer,monument | castle,Spain
http://www.wikidata.org/entity/Q65103031,"Sassanid Fortress at Sar Yazd, Iran",castle,Iran
http://www.wikidata.org/entity/Q1014335,Burg Unterheiligenhoven,castle,Germany
http://www.wikidata.org/entity/Q15940579,Château de Canabazes,castle,France
http://www.wikidata.org/entity/Q1560128,Güllener Ring,hillfort | castle | archaeological site,Germany
http://www.wikidata.org/entity/Q976230,Château de Montfaucon,castle,France
http://www.wikidata.org/entity/Q2968350,Château d'Usson,castle,France
http://www.wikidata.org/entity/Q1013610,Burg Regis,castle,Germany
http://www.wikidata.org/entity/Q435043,Altburg (Bundenbach),castle,Germany
http://www.wikidata.org/entity/Q629782,Dalečín Castle,castle | castle ruin,Czech Republic
http://www.wikidata.org/entity/Q98173470,Cultural heritage D-6-6128-0097 in Prichsenstadt,castle | château | feature | Bodendenkmal,Germany
http://www.wikidata.org/entity/Q2970788,former estate of Thomas Burnet,castle,France
http://www.wikidata.org/entity/Q11913187,Castell de Carcolze,castle,Spain
http://www.wikidata.org/entity/Q376699,Castle of Pierrefonds,castle,France
http://www.wikidata.org/entity/Q5145916,Collairnie Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q12878512,Methoni Castle,castle,Greece
http://www.wikidata.org/entity/Q131705234,Laguardia Castle,castle,
http://www.wikidata.org/entity/Q661338,Stegeborg Castle,castle | château | ancient monument | ruins,Sweden
http://www.wikidata.org/entity/Q3662712,Montalbano Castle,castle,Italy
http://www.wikidata.org/entity/Q775803,Castell d'Esclanyà,monument | castle,Spain
http://www.wikidata.org/entity/Q5485982,Castle of Navarrés,castle,Spain
http://www.wikidata.org/entity/Q1138213,Cowie Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q1012899,Burg Leinstetten,castle,Germany
http://www.wikidata.org/entity/Q23387867,Castello di Gagliano Aterno,castle,Italy
http://www.wikidata.org/entity/Q24660472,Woodcastle Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q11913079,Castell de Puig-reig,castle,Spain
http://www.wikidata.org/entity/Q21868001,Hohenpressen,castle,Austria
http://www.wikidata.org/entity/Q1013090,Burg Medinghoven,castle,Germany
http://www.wikidata.org/entity/Q38282086,Castle of Davlia,castle,Greece
http://www.wikidata.org/entity/Q19406971,Fortress of Livno,castle,Bosnia and Herzegovina
http://www.wikidata.org/entity/Q28497153,Château de Montaigu,castle,France
http://www.wikidata.org/entity/Q7336819,Ritterswerder,castle,Lithuania
http://www.wikidata.org/entity/Q113440849,Castello di Montoro Inferiore,castle,Italy
http://www.wikidata.org/entity/Q919865,"Alcazaba, Salobreña",castle,Spain
http://www.wikidata.org/entity/Q2912886,Castell de Sant Marçal,castle,Spain
http://www.wikidata.org/entity/Q12790257,Trebnje Castle,castle,Slovenia
http://www.wikidata.org/entity/Q2242703,Ratno Dolne Castle,castle,Poland
http://www.wikidata.org/entity/Q2664467,Burgrest Jagstberg,castle,Germany
http://www.wikidata.org/entity/Q2970446,Château de Roussillon,castle,France
http://www.wikidata.org/entity/Q1011731,Burg Fluhenstein,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q2971681,Château du Fort,castle,France
http://www.wikidata.org/entity/Q1011152,Burg Braunsen,castle,Germany
http://www.wikidata.org/entity/Q118395634,Château de Ponthoz,castle,Belgium
http://www.wikidata.org/entity/Q73487666,Castelvecchio di Stupinigi,castle,Italy
http://www.wikidata.org/entity/Q108612604,Castle of Glyppia,castle,Greece
http://www.wikidata.org/entity/Q4892979,Castell de Vilafamés,monument | castle,Spain
http://www.wikidata.org/entity/Q5474201,Foulis Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q5875548,Khan Castle,castle | cultural property,Iran
http://www.wikidata.org/entity/Q83719708,Château fort du Boschet,castle,France
http://www.wikidata.org/entity/Q1049272,Castillo La Iruela,monument | castle,Spain
http://www.wikidata.org/entity/Q2971061,Château de Wasselonne,castle,France
http://www.wikidata.org/entity/Q5314889,Dundonald Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q56459067,Rocca di Polino,castle | rocca,Italy
http://www.wikidata.org/entity/Q5757740,Castillo de las Aguzaderas,castle,Spain
http://www.wikidata.org/entity/Q113577916,Castello di Bonvehì,castle,Italy
http://www.wikidata.org/entity/Q29884502,La Rocchetta Castle,castle,Italy
http://www.wikidata.org/entity/Q2971839,Château du Tournel,castle | château,France
http://www.wikidata.org/entity/Q5409450,Burg Rohr,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q113584048,Burg Rönneburg,castle,Germany
http://www.wikidata.org/entity/Q98276051,Cultural heritage D-3-6938-0874 in Regensburg,castle | château | feature | Bodendenkmal,Germany
http://www.wikidata.org/entity/Q19594015,Castell de la Clua,castle,Spain
http://www.wikidata.org/entity/Q2247253,Schneeburg,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q3662639,Castello di Ivrea,castle | historical park museum,Italy
http://www.wikidata.org/entity/Q21530312,Castell de la Donzell d'Urgell,castle,Spain
http://www.wikidata.org/entity/Q112169836,Castello Trecchi,castle,Italy
http://www.wikidata.org/entity/Q39009924,Castell y Garreg,castle,United Kingdom
http://www.wikidata.org/entity/Q78660639,Château de Bethemont,castle,France
http://www.wikidata.org/entity/Q9386701,Ostrorógu Castle,castle,Poland
http://www.wikidata.org/entity/Q2231034,Schanze Weisel,castle,Germany
http://www.wikidata.org/entity/Q18241493,Schloss Allentsteig,castle | château,Austria
http://www.wikidata.org/entity/Q8034150,Worcester Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q113012551,Castello di Voltaggio,castle,Italy
http://www.wikidata.org/entity/Q14907072,Lenensburg,castle | oppidum,Germany
http://www.wikidata.org/entity/Q28049994,Castillo de Alconchel,castle,Spain
http://www.wikidata.org/entity/Q1013109,Burg Mengen,castle,Germany
http://www.wikidata.org/entity/Q577021,Nitra Castle,castle | palace,Slovakia
http://www.wikidata.org/entity/Q113164377,Castello Giustiniani,castle,Italy
http://www.wikidata.org/entity/Q112323196,Castello di Schifanoia,castle,Italy
http://www.wikidata.org/entity/Q14548798,Burgstall Bürgberg (Markdorf),castle,Germany
http://www.wikidata.org/entity/Q113382563,Castle of Strassoldo di Sopra,castle,Italy
http://www.wikidata.org/entity/Q1963850,Scarborough Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q35665320,Castillo Mayor,castle | qalat,Spain
http://www.wikidata.org/entity/Q2240439,Schloss,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q5001287,Busbie Castle,village | castle,United Kingdom
http://www.wikidata.org/entity/Q1013624,Burg Reichenbach,castle,Germany
http://www.wikidata.org/entity/Q9088922,Castle of Redondos,castle | cultural heritage | tower | ruins,Portugal
http://www.wikidata.org/entity/Q182146,Schloss Hugenpoet,castle,Germany
http://www.wikidata.org/entity/Q1671861,Inzlingen Castle,castle,Germany
http://www.wikidata.org/entity/Q7998532,Widdrington Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q18162672,Tarradale Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q20985571,Castell de Rubinat,castle,Spain
http://www.wikidata.org/entity/Q56635996,Castello Carafa-Ruffo,castle,Italy
http://www.wikidata.org/entity/Q2971334,Château de la Napoule,castle | art museum,France
http://www.wikidata.org/entity/Q18325898,Ruppin Castle,castle,Germany
http://www.wikidata.org/entity/Q1585270,Hareschloß,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q1015921,Burgstall Schäfstoß,castle,Germany
http://www.wikidata.org/entity/Q64711311,Castle of Morcone,castle,Italy
http://www.wikidata.org/entity/Q43139198,Castillo de Alhocen,monument | castle,Spain
http://www.wikidata.org/entity/Q64687048,Waterkasteel van Moorsel,castle,Belgium
http://www.wikidata.org/entity/Q839242,Château du Hohlandsbourg,castle,France
http://www.wikidata.org/entity/Q78661320,Château des Ducs de Bourgogne,castle,France
http://www.wikidata.org/entity/Q24023661,Castillo de Jumilla,monument | castle,Spain
http://www.wikidata.org/entity/Q8342475,Castell de Montmany,castle,Spain
http://www.wikidata.org/entity/Q371491,Burg Pusignan,castle,France
http://www.wikidata.org/entity/Q2550893,Wasserburg Sulmingen,castle,Germany
http://www.wikidata.org/entity/Q5309218,Drummond Castle,castle | country house | garden,United Kingdom
http://www.wikidata.org/entity/Q2968482,Château de Beaumefort,castle,France
http://www.wikidata.org/entity/Q97631133,Recinto amurallado,defensive wall | castle,Spain
http://www.wikidata.org/entity/Q2242401,Château de Mehun-sur-Yèvre,castle,France
http://www.wikidata.org/entity/Q56305197,Château d'Évian,castle,France
http://www.wikidata.org/entity/Q16537988,Castello della Rovere,castle,Italy
http://www.wikidata.org/entity/Q113550413,Castello di Modanella,castle,Italy
http://www.wikidata.org/entity/Q1938340,Château Pichon,castle,France
http://www.wikidata.org/entity/Q2969932,Château de Montaigu-le-Blin,castle,France
http://www.wikidata.org/entity/Q83719312,Château fort de Lavoux,castle,France
http://www.wikidata.org/entity/Q113383509,Castelnuovo of Flagogna,castle,Italy
http://www.wikidata.org/entity/Q2968309,Château d'Onet-le-Château,castle,France
http://www.wikidata.org/entity/Q113378098,Castello Costa,castle,Italy
http://www.wikidata.org/entity/Q15940507,Château de Grilly,castle,France
http://www.wikidata.org/entity/Q16010192,Château d'Aiguebelette-le-Lac,castle,France
http://www.wikidata.org/entity/Q24660343,Padeswood Mound,castle | mound,United Kingdom
http://www.wikidata.org/entity/Q21479903,Castell de Fraumir,castle,Spain
http://www.wikidata.org/entity/Q112169818,Castello Barbò,castle,Italy
http://www.wikidata.org/entity/Q103779890,Favria Castle,castle,Italy
http://www.wikidata.org/entity/Q1989520,Brody Castle,castle,Ukraine
http://www.wikidata.org/entity/Q3397542,Snežnik Castle,castle,Slovenia
http://www.wikidata.org/entity/Q21866182,Schloss Münichhofen,castle | château,Austria
http://www.wikidata.org/entity/Q15108377,Burgstall Fußstain,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q113375234,Castello Asinari di San Marzano,castle,Italy
http://www.wikidata.org/entity/Q115311311,Schloss Gammertingen,castle,Germany
http://www.wikidata.org/entity/Q97631202,Torrevíboras,castle | fortress | archaeological site,Spain
http://www.wikidata.org/entity/Q5893131,Hosseini Castle,castle | cultural property,Iran
http://www.wikidata.org/entity/Q112137784,Castello di Villanterio,castle,Italy
http://www.wikidata.org/entity/Q1014105,Burg Steineck,castle,Germany
http://www.wikidata.org/entity/Q115139,Sarvestan Palace,castle,Iran
http://www.wikidata.org/entity/Q17611285,Krzepice Castle,castle,Poland
http://www.wikidata.org/entity/Q5118722,Château d'Aspach-le-Haut,castle,France
http://www.wikidata.org/entity/Q24659304,Maesgwyn mound,cairn | castle,United Kingdom
http://www.wikidata.org/entity/Q4175884,Nový zámok,castle | factory,Slovakia
http://www.wikidata.org/entity/Q2971747,Château du Moutier,castle,France
http://www.wikidata.org/entity/Q13048666,Castillo de Troncedo,castle,Spain
http://www.wikidata.org/entity/Q24278683,Castillo del Jarafe,monument | castle,Spain
http://www.wikidata.org/entity/Q255544,Egerberk,castle | castle ruin,Czech Republic
http://www.wikidata.org/entity/Q113080120,Castello di Loreto,castle,Italy
http://www.wikidata.org/entity/Q2577195,Olyka Castle,castle,Ukraine
http://www.wikidata.org/entity/Q1012738,Burg Kreuzberg,castle,Germany
http://www.wikidata.org/entity/Q1594185,Heidenlöcher,castle | castle ruin,Germany
http://www.wikidata.org/entity/Q7199105,Pittarthie Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q10295983,Živánska Veža Castle,castle,Slovakia
http://www.wikidata.org/entity/Q2969737,Château de Loriol,castle,France
http://www.wikidata.org/entity/Q16586373,Castello abbaziale di Sant'Ambrogio,castle,Italy
http://www.wikidata.org/entity/Q23668356,Castillo de Yanguas,castle,Spain
http://www.wikidata.org/entity/Q19060511,Castello di Donna Berta,castle,Italy
http://www.wikidata.org/entity/Q726404,Ashtown Castle,castle,Ireland
http://www.wikidata.org/entity/Q1014506,Burg Weidenstetten,castle,Germany
http://www.wikidata.org/entity/Q2971022,Château de Villevert,castle,France
http://www.wikidata.org/entity/Q5887324,Cheshmeh-Ali Castle,castle | cultural property,Iran
http://www.wikidata.org/entity/Q1012850,Latsch Castle,castle,Italy
http://www.wikidata.org/entity/Q114289306,Lough Cutra Castle,castle,Ireland
http://www.wikidata.org/entity/Q22227280,Castell de Ribes de Freser,castle,Spain
http://www.wikidata.org/entity/Q106077594,Castello di Ottone,castle,Italy
http://www.wikidata.org/entity/Q2969744,Château de Louâtre,castle,France
http://www.wikidata.org/entity/Q4889674,Castillo de Albocácer,castle,Spain
http://www.wikidata.org/entity/Q17829176,Sparrow Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q24659276,Breinton Moat,castle,United Kingdom
http://www.wikidata.org/entity/Q111088846,Mauldslie Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q20985537,Castell d'Alcoletge,castle,Spain
http://www.wikidata.org/entity/Q85332346,Székelybánja,castle,Romania
http://www.wikidata.org/entity/Q98268795,Cultural heritage D-5-6930-0281 in Heidenheim (Mittelfranken),castle | Bodendenkmal,Germany
http://www.wikidata.org/entity/Q1014201,Burg Tannegg,castle,Germany
http://www.wikidata.org/entity/Q1014051,Stahlberg Castle,castle,Germany
http://www.wikidata.org/entity/Q101520536,Bornemissza castle in Gurghiu,castle,Romania
http://www.wikidata.org/entity/Q680428,Burg Malterdingen,castle,Germany
http://www.wikidata.org/entity/Q2971228,Château de la Ferté,castle,France
http://www.wikidata.org/entity/Q108057725,Gleneburg,castle,Germany
http://www.wikidata.org/entity/Q97633797,El Castillejo,monument | castle | abandoned village,Spain
http://www.wikidata.org/entity/Q1012315,Burg Herrieden,castle,Germany
http://www.wikidata.org/entity/Q20599709,Domen Fawr,castle,United Kingdom
http://www.wikidata.org/entity/Q1014427,Burg Wachenheim,castle,Germany
http://www.wikidata.org/entity/Q2970514,Château de Saint-Germain (Ain),castle,France
http://www.wikidata.org/entity/Q3662625,Gradara Castle,castle,Italy
http://www.wikidata.org/entity/Q55163925,Castello Malaspina,castle,Italy
http://www.wikidata.org/entity/Q1590173,Haus Heck,castle,Germany
http://www.wikidata.org/entity/Q78660871,Château de la Madeleine,castle,France
http://www.wikidata.org/entity/Q113163622,Castle of Stellanello,castle,Italy
http://www.wikidata.org/entity/Q5469529,Forfar Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q16618861,Castle of the Order of St. John in Łagów,hotel | castle,Poland
http://www.wikidata.org/entity/Q55115995,Castle of Leguigno,castle,Italy
http://www.wikidata.org/entity/Q584950,Château de Corcelle,castle,France
http://www.wikidata.org/entity/Q1011060,Blankenhagen Castle,castle,Germany
http://www.wikidata.org/entity/Q7576451,Spey Tower,castle,United Kingdom
http://www.wikidata.org/entity/Q24659330,Afon Marteg Mount,castle,United Kingdom
http://www.wikidata.org/entity/Q70883298,castello Spinola di San Cristoforo,castle,Italy
http://www.wikidata.org/entity/Q17122552,Burg Rehburg,castle,Germany
http://www.wikidata.org/entity/Q15108468,Burgstelle Neu Raderach,castle,Germany
http://www.wikidata.org/entity/Q19760046,les Trois-Châteaux de Ribeauvillé,castle,France
http://www.wikidata.org/entity/Q2968044,Château d'Airvault,castle,France
http://www.wikidata.org/entity/Q15141933,Ulmburg,castle | Ansitz,Italy
http://www.wikidata.org/entity/Q53727009,Villalonso Castle,castle,Spain
http://www.wikidata.org/entity/Q9386745,Sucha Beskidzka Castle,castle,Poland
http://www.wikidata.org/entity/Q3662419,Belagaio Castle,castle,Italy
http://www.wikidata.org/entity/Q97633445,Castillo Turón,castle,Spain
http://www.wikidata.org/entity/Q18785409,Santa Barbara Castle,castle,Italy
http://www.wikidata.org/entity/Q1012035,Burg Greifenstein (Hohenstein),castle | archaeological site,Germany
http://www.wikidata.org/entity/Q11913139,Castell de les Pallargues,castle,Spain
http://www.wikidata.org/entity/Q5182835,Crawford Castle,castle | motte,United Kingdom
http://www.wikidata.org/entity/Q13126930,Ystrad Meurig Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2968597,Bodelwyddan Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q107229371,el Fort,castle,Spain
http://www.wikidata.org/entity/Q23671483,Castello di Oricola,castle,Italy
http://www.wikidata.org/entity/Q2637887,Llawhaden Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q6966469,Šrajbarski Turn Castle,castle,Slovenia
http://www.wikidata.org/entity/Q83719761,Château fort du Villard,castle,France
http://www.wikidata.org/entity/Q7488749,Shankill Castle,castle,Ireland
http://www.wikidata.org/entity/Q5930247,Azna Castle,castle,Iran
http://www.wikidata.org/entity/Q1068732,Cheb Castle,hillfort | castle | castle ruin | kaiserpfalz,Czech Republic
http://www.wikidata.org/entity/Q43132992,Torre,monument | castle | fortified tower,Spain
http://www.wikidata.org/entity/Q1015905,Burgstall Schlossberg (Gablingen),castle | archaeological site,Germany
http://www.wikidata.org/entity/Q105988640,Castell de Matamargó,castle,Spain
http://www.wikidata.org/entity/Q18436014,"Segorbe Aqueduct, Castle and Walls",monument | castle | aqueduct | defensive wall,Spain
http://www.wikidata.org/entity/Q1013138,Burg Monterberg,castle,Germany
http://www.wikidata.org/entity/Q2550765,Wasserburg Altenhausen,castle,Germany
http://www.wikidata.org/entity/Q2885991,Castillo de Setefilla,castle,Spain
http://www.wikidata.org/entity/Q15944276,Town hall of Viarmes,castle,France
http://www.wikidata.org/entity/Q12164203,El Castellar,castle | archaeological site,Spain
http://www.wikidata.org/entity/Q2971573,Château des Comtes de Bryas,castle,France
http://www.wikidata.org/entity/Q5404567,Oulu Castle,castle,Finland
http://www.wikidata.org/entity/Q5944502,Posht Qaleh Abdanan Castle,castle,Iran
http://www.wikidata.org/entity/Q2970777,Château de Theyrargues,castle,France
http://www.wikidata.org/entity/Q56357097,Smarmore Castle,castle,Ireland
http://www.wikidata.org/entity/Q113452114,Castello dei Principi Capano,castle,Italy
http://www.wikidata.org/entity/Q2175354,Ruine Lichtenburg,castle | castle ruin | archaeological site,Germany
http://www.wikidata.org/entity/Q1015852,Burgstall Neuhaus,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q18692192,Mylopotamos Castle,castle,Greece
http://www.wikidata.org/entity/Q36698408,Château de Vandières,castle,France
http://www.wikidata.org/entity/Q97837044,Koburg,castle | Ansitz,Italy
http://www.wikidata.org/entity/Q29348652,Öja castle,castle,Sweden
http://www.wikidata.org/entity/Q1011284,Burgstall Bürglen,castle,Germany
http://www.wikidata.org/entity/Q2243270,Castle of the Pomeranian Dukes in Darłowo,castle,Poland
http://www.wikidata.org/entity/Q1014732,Obere Burg,castle,Germany
http://www.wikidata.org/entity/Q2971690,Château du Freudeneck,castle,France
http://www.wikidata.org/entity/Q46979276,Manorhamilton Castle,castle,Ireland
http://www.wikidata.org/entity/Q4983202,Buckingham Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2968419,Château de Banassat,castle,France
http://www.wikidata.org/entity/Q17663963,"Medieval castle and ecclesiastical complex, Kingerby",castle,United Kingdom
http://www.wikidata.org/entity/Q98743341,Burg Burg 1 in Kipfenberg,castle,Germany
http://www.wikidata.org/entity/Q2968825,Château de Chamaret,castle,France
http://www.wikidata.org/entity/Q12020827,Hrádek u Kněževsi,castle,Czech Republic
http://www.wikidata.org/entity/Q56326105,Castello di Sipicciano,castle,Italy
http://www.wikidata.org/entity/Q24660941,Castle Rough,castle,United Kingdom
http://www.wikidata.org/entity/Q3662155,Zwingenstein Castle,castle,Italy
http://www.wikidata.org/entity/Q5895237,Salasel Castle,castle | cultural property,Iran
http://www.wikidata.org/entity/Q20589781,Cythrel Castle,motte-and-bailey castle | castle | motte,United Kingdom
http://www.wikidata.org/entity/Q107987597,Castello di Montuè,castle,Italy
http://www.wikidata.org/entity/Q2146717,Reußenburg,rocca | castle | archaeological site,Germany
http://www.wikidata.org/entity/Q9386693,Nowotaniec Castle,castle,Poland
http://www.wikidata.org/entity/Q96309477,Castell de Viver,castle,Spain
http://www.wikidata.org/entity/Q1012520,Hukvaldy Castle,event venue | castle | castle ruin,Czech Republic
http://www.wikidata.org/entity/Q43123501,Castell de Molins,castle,Spain
http://www.wikidata.org/entity/Q2034453,Château de Montcony,castle,France
http://www.wikidata.org/entity/Q2969548,Château de La Forest,castle | château,France
http://www.wikidata.org/entity/Q5699050,Heighley Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q20875066,Castell de la Morana,castle,Spain
http://www.wikidata.org/entity/Q2968320,Oron Castle,castle,Switzerland
http://www.wikidata.org/entity/Q11913013,Castell de Bresca,castle,Spain
http://www.wikidata.org/entity/Q569546,Sigmaringen Castle,castle | military museum,Germany
http://www.wikidata.org/entity/Q7898392,Upnor Castle,castle | military museum,United Kingdom
http://www.wikidata.org/entity/Q6407910,Killua Castle,castle,Ireland
http://www.wikidata.org/entity/Q9386624,Dobra Castle,castle,Poland
http://www.wikidata.org/entity/Q1015789,Burgstall Hofberg (Schiltberg),castle | archaeological site,Germany
http://www.wikidata.org/entity/Q2971055,Château de Waldeck (Moselle),castle,France
http://www.wikidata.org/entity/Q3286313,Manoir de la Borie-Fricart,castle | château,France
http://www.wikidata.org/entity/Q2968386,Château d'Époisses,castle,France
http://www.wikidata.org/entity/Q18003832,Castell d'Olivella,castle,Spain
http://www.wikidata.org/entity/Q3752934,Castleknock Castle,castle,Ireland
http://www.wikidata.org/entity/Q4879296,Bedlay Castle,tower house | castle,United Kingdom
http://www.wikidata.org/entity/Q1013675,Castle Rietberg,castle,Germany
http://www.wikidata.org/entity/Q2969335,Château de Gourdan,castle,France
http://www.wikidata.org/entity/Q5574254,Gniew Castle,Ordensburg | castle,Poland
http://www.wikidata.org/entity/Q3662651,Castle of Charles V,castle,Italy
http://www.wikidata.org/entity/Q24661428,Ucheldre Mound,castle,United Kingdom
http://www.wikidata.org/entity/Q22227279,Castell de Ravós,castle,Spain
http://www.wikidata.org/entity/Q22920628,Espelette Castle,castle,France
http://www.wikidata.org/entity/Q2968420,Château de Balleure,castle,France
http://www.wikidata.org/entity/Q604579,Visk Castle,castle,Ukraine
http://www.wikidata.org/entity/Q2969040,Château de Cornay,castle,France
http://www.wikidata.org/entity/Q2969662,Château de Larroque-Toirac,castle,France
http://www.wikidata.org/entity/Q15793098,Burgstall Schönficht,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q20110844,Anjir Dehloran Castle,castle,Iran
http://www.wikidata.org/entity/Q1014702,Burg Züschen,castle,Germany
http://www.wikidata.org/entity/Q20722243,Dungarvan Castle,castle | archaeological site,Ireland
http://www.wikidata.org/entity/Q275128,Caernarfon Castle,castle | tourist attraction | archaeological site,United Kingdom
http://www.wikidata.org/entity/Q55832493,Bisarno Castle,castle,Italy
http://www.wikidata.org/entity/Q98396355,Castello Callori,castle,Italy
http://www.wikidata.org/entity/Q15947163,Château de Pizay,hotel | castle | winery,France
http://www.wikidata.org/entity/Q43116377,Castle of Doña Berenguela,monument | castle,Spain
http://www.wikidata.org/entity/Q21294323,Château de Scopont,castle,France
http://www.wikidata.org/entity/Q17310639,Burg Hirschberg,castle,Austria
http://www.wikidata.org/entity/Q11913110,La Força de Tor,castle,Spain
http://www.wikidata.org/entity/Q28662809,Castillo de Benquerencia de la Serena,castle,Spain
http://www.wikidata.org/entity/Q66058127,Castello di Tassarolo,castle,Italy
http://www.wikidata.org/entity/Q2969687,Château de Layé,castle,France
http://www.wikidata.org/entity/Q1012070,Burg Großbüllesheim,castle,Germany
http://www.wikidata.org/entity/Q21863922,Schloss Weißenstein,castle,Austria
http://www.wikidata.org/entity/Q737214,Quermançó Castle,castle,Spain
http://www.wikidata.org/entity/Q20679301,Castell de Térmens,castle,Spain
http://www.wikidata.org/entity/Q5912085,Bardestan Castle,castle | cultural property,Iran
http://www.wikidata.org/entity/Q43162947,Castillo de la Rambla del Valenciano,monument | castle,Spain
http://www.wikidata.org/entity/Q2969050,Château de Couin,castle,France
http://www.wikidata.org/entity/Q1014557,Burg Wertheim,castle,Germany
http://www.wikidata.org/entity/Q1013295,Burg Neuhewen,castle | cultural heritage monument in Germany,Germany
http://www.wikidata.org/entity/Q9386688,Castle in Myślenice,castle,Poland
http://www.wikidata.org/entity/Q20985594,Castell del Cogul,castle,Spain
http://www.wikidata.org/entity/Q15944321,Château d'Ottange,castle,France
http://www.wikidata.org/entity/Q2969176,Fabrègues Castle,castle,France
http://www.wikidata.org/entity/Q1014289,Burg Triberg,castle,Germany
http://www.wikidata.org/entity/Q28704219,Khorostkiv Castle,castle,Ukraine
http://www.wikidata.org/entity/Q17624077,castle of Badia,castle,Italy
http://www.wikidata.org/entity/Q37975515,Schloss Burgstall Wohngebäude Wies,castle,Austria
http://www.wikidata.org/entity/Q2971748,Château du Muguet,castle,France
http://www.wikidata.org/entity/Q113290235,Castello Pandone,castle,Italy
http://www.wikidata.org/entity/Q15113979,Haus Heck (Essen-Vogelheim),castle,Germany
http://www.wikidata.org/entity/Q124340673,Castle Neu-Wildon,castle,Austria
http://www.wikidata.org/entity/Q1013855,Burg Schaubeck,castle,Germany
http://www.wikidata.org/entity/Q9386616,Chudów Castle,castle | castle ruin,Poland
http://www.wikidata.org/entity/Q56368000,Rathberry Castle,castle,Ireland
http://www.wikidata.org/entity/Q116176494,Burg Steinheim,castle | architectural structure | destroyed building or structure,Germany
http://www.wikidata.org/entity/Q17530300,Holt Castle,castle,United Kingdom
