iri,label,typeLabel,country
http://www.wikidata.org/entity/Q1012167,Burg Haldessen,castle,Germany
http://www.wikidata.org/entity/Q9386704,Oświęcim Castle,castle,Poland
http://www.wikidata.org/entity/Q2968716,Château de Béhoust,castle,France
http://www.wikidata.org/entity/Q29345610,Castillo de Pola,castle | archaeological site,Spain
http://www.wikidata.org/entity/Q15225316,Horsford Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q3662611,Castello di Frosini,castle,Italy
http://www.wikidata.org/entity/Q113574694,Castello di Dignano,castle,Italy
http://www.wikidata.org/entity/Q5885938,Kharv Castle,castle | cultural property,Iran
http://www.wikidata.org/entity/Q113445280,Castello ducale,castle,Italy
http://www.wikidata.org/entity/Q8342562,Castell de Bellera,castle,Spain
http://www.wikidata.org/entity/Q1959338,Castle of Colombières,castle,France
http://www.wikidata.org/entity/Q1012037,Greifenstein Castle,castle,Italy
http://www.wikidata.org/entity/Q106081581,Rocca di San Vitale,castle,Italy
http://www.wikidata.org/entity/Q3662809,Ponti sul Mincio Castle,castle,Italy
http://www.wikidata.org/entity/Q15803223,Pobrežje Castle,castle,Slovenia
http://www.wikidata.org/entity/Q106051581,Castle of Viano,castle,Italy
http://www.wikidata.org/entity/Q37998909,Schloss Ebergassing,castle | château,Austria
http://www.wikidata.org/entity/Q26570704,Cave Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q1014129,Burg Sterrenberg,castle,Germany
http://www.wikidata.org/entity/Q1011442,Burg Dhronecken,castle | cultural heritage monument in Germany,Germany
http://www.wikidata.org/entity/Q5049794,Castelo de Monsaraz,castle | cultural heritage,Portugal
http://www.wikidata.org/entity/Q1012205,Hartenštejn Castle,castle | castle ruin,Czech Republic
http://www.wikidata.org/entity/Q9386599,Barwałd Castle,castle,Poland
http://www.wikidata.org/entity/Q73404893,castell de Favars,castle,Spain
http://www.wikidata.org/entity/Q2971821,Fort Grey,castle,Guernsey
http://www.wikidata.org/entity/Q1011440,Burg Desenberg,castle,Germany
http://www.wikidata.org/entity/Q1614083,Gutshaus Parow,castle,Germany
http://www.wikidata.org/entity/Q592319,Krásna Hôrka Castle,castle | palace,Slovakia
http://www.wikidata.org/entity/Q55391553,Castello dei Conti Cepollini,castle,Italy
http://www.wikidata.org/entity/Q98173277,Cultural heritage D-6-6326-0366 in Ochsenfurt,castle | feature | Bodendenkmal | preceding structure,Germany
http://www.wikidata.org/entity/Q1015730,Burgstall Eurasburg,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q2970735,Château de Sénergues,castle,France
http://www.wikidata.org/entity/Q6745387,Castell de Moraira,castle,Spain
http://www.wikidata.org/entity/Q113083626,Castello della Torre,castle,Italy
http://www.wikidata.org/entity/Q1013039,Loket Castle,castle,Czech Republic
http://www.wikidata.org/entity/Q2971647,Château du Castelet des Crozes,castle,France
http://www.wikidata.org/entity/Q78661232,Château de Tourruol,castle,France
http://www.wikidata.org/entity/Q6771659,Marlborough Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q1013525,Burg Pungelscheid,castle,Germany
http://www.wikidata.org/entity/Q99512019,Ober-Maggenberg,castle,Switzerland
http://www.wikidata.org/entity/Q4891993,Berkeley Castle,castle | history museum | historic house museum,United Kingdom
http://www.wikidata.org/entity/Q83719781,Château fort Notre Dame de Pitié,castle,France
http://www.wikidata.org/entity/Q24943000,Castle of Ravarano,castle,Italy
http://www.wikidata.org/entity/Q27627620,Dunmoe Castle,castle | national monument of Ireland,Ireland
http://www.wikidata.org/entity/Q5862515,Zar Bolagh Castle,castle,Iran
http://www.wikidata.org/entity/Q98271516,Cultural heritage D-3-6539-0158 in Altendorf (Landkreis Schwandorf),castle | château | feature | Bodendenkmal,Germany
http://www.wikidata.org/entity/Q1015539,Strahlegg castle ruin,castle | castle ruin | archaeological site,Switzerland
http://www.wikidata.org/entity/Q3662767,Castello di Nus,castle,Italy
http://www.wikidata.org/entity/Q67772611,Burg Haselstein,castle,Switzerland
http://www.wikidata.org/entity/Q14544923,Schlossbühl Limpach,castle,Germany
http://www.wikidata.org/entity/Q24942455,Castello baronale di Felline,castle,Italy
http://www.wikidata.org/entity/Q5049847,Castle of Vinhais,castle | cultural heritage,Portugal
http://www.wikidata.org/entity/Q113571383,Castello di Piticchio,castle,Italy
http://www.wikidata.org/entity/Q65210486,Castell de la Guàrdia dels Prats,castle,Spain
http://www.wikidata.org/entity/Q9154149,Fužine Castle,castle,Slovenia
http://www.wikidata.org/entity/Q2970974,Ancien château (Vierzy),castle,France
http://www.wikidata.org/entity/Q112092479,Kapla,castle,Slovakia
http://www.wikidata.org/entity/Q113083628,Castello di Clanezzo,castle,Italy
http://www.wikidata.org/entity/Q2969884,Maison de Lamartine,castle | château,France
http://www.wikidata.org/entity/Q2898656,Hadleigh Castle,castle | ruins,United Kingdom
http://www.wikidata.org/entity/Q17254848,Castle of Segonzano,castle,Italy
http://www.wikidata.org/entity/Q5568529,Glengarnock Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q3662438,Castello della Pietra d'Amico,castle,Italy
http://www.wikidata.org/entity/Q2242114,Château du Champ de Bataille,castle | château,France
http://www.wikidata.org/entity/Q5049766,Castle of Castelo Branco,castle | cultural heritage,Portugal
http://www.wikidata.org/entity/Q3408981,Bokalce Castle,castle,Slovenia
http://www.wikidata.org/entity/Q38614175,"Pen Castell Placename, Aberedw",castle,United Kingdom
http://www.wikidata.org/entity/Q19401695,Prieborn Castle,castle | palace,Poland
http://www.wikidata.org/entity/Q2967848,Castello Bufalini,castle | palazzo museum | military museum building | Italian national museum | Museum of the Italian Ministry of Culture | historic house museum | historical park museum | art museum,Italy
http://www.wikidata.org/entity/Q112143008,Castello di Comonte,castle,Italy
http://www.wikidata.org/entity/Q5049791,Castle of Monforte (Chaves),castle | cultural heritage,Portugal
http://www.wikidata.org/entity/Q38049846,Römischer Burgus,castle,Austria
http://www.wikidata.org/entity/Q17642240,Down Hall moated site,castle | fortified manor house | moated site,United Kingdom
http://www.wikidata.org/entity/Q97619028,Castillo,monument | castle | archaeological site,Spain
http://www.wikidata.org/entity/Q481476,Castle of Lochstädt,castle | archaeological site,Russia
http://www.wikidata.org/entity/Q1015247,Earnaness,castle | building,Sweden
http://www.wikidata.org/entity/Q111699782,Castle of Cesarò,castle,Italy
http://www.wikidata.org/entity/Q1011417,Burg Degelstein,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q5037851,Carberry Tower,castle,United Kingdom
http://www.wikidata.org/entity/Q15940137,Château de Butenheim,castle | château,France
http://www.wikidata.org/entity/Q112169839,Castello di Copiano,architectural ensemble | castle,Italy
http://www.wikidata.org/entity/Q1013658,Castle Rheineck,castle,Germany
http://www.wikidata.org/entity/Q5757742,Castillo de las Arguijuelas de Abajo,castle,Spain
http://www.wikidata.org/entity/Q4667854,Abinger Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q41278983,Werkssiedlung Wackerstraße,castle,Germany
http://www.wikidata.org/entity/Q1014585,Burg Wildeck,castle,Germany
http://www.wikidata.org/entity/Q1012338,Burg Hilzingen,castle,Germany
http://www.wikidata.org/entity/Q28382109,Castello di Tiorre,castle,Italy
http://www.wikidata.org/entity/Q7544428,Smerby Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q107736620,Burg Barberg,castle,Germany
http://www.wikidata.org/entity/Q5757161,Castillo de Beselga,castle,Spain
http://www.wikidata.org/entity/Q72683080,Castello Conti Carroccio,castle,Italy
http://www.wikidata.org/entity/Q98362939,Cultural heritage D-2-7037-0168 in Kelheim,castle | château | feature | Bodendenkmal,Germany
http://www.wikidata.org/entity/Q2714250,Bock,castle | rock formation,Luxembourg
http://www.wikidata.org/entity/Q3662542,Castellaro Castle,castle,Italy
http://www.wikidata.org/entity/Q749534,Näs Castle,castle | ancient monument | ruins,Sweden
http://www.wikidata.org/entity/Q5179833,Cowthally Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q11904675,Ravendel,castle | ruins,Turkey
http://www.wikidata.org/entity/Q1015960,Burgstall Wehingen,castle,Germany
http://www.wikidata.org/entity/Q11124333,Ilok Castle,castle,Croatia
http://www.wikidata.org/entity/Q22009626,Château de la Motte,castle | château,Belgium
http://www.wikidata.org/entity/Q17547227,Leasowe Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q3431559,Falsterbohus,castle,Sweden
http://www.wikidata.org/entity/Q41418811,Burgbefestigung,castle,Germany
http://www.wikidata.org/entity/Q2969767,Château de Madic,castle,France
http://www.wikidata.org/entity/Q2970653,Château de Savigny-sur-Grosne,castle | château,France
http://www.wikidata.org/entity/Q11913192,Castellot d'Estaís,castle,Spain
http://www.wikidata.org/entity/Q24659425,Dinas Island Castell,castle,United Kingdom
http://www.wikidata.org/entity/Q2968207,Château d'Epiry,castle,France
http://www.wikidata.org/entity/Q1014672,"Burg Zasteler Stein, Oberried",castle,Germany
http://www.wikidata.org/entity/Q78660805,Château de Giens,castle,France
http://www.wikidata.org/entity/Q113563444,Castello Chiaramontano,castle,Italy
http://www.wikidata.org/entity/Q7851303,Tudor Museum,museum | castle,Luxembourg
http://www.wikidata.org/entity/Q1315980,Schloss Neu-Ortenburg,castle,Germany
http://www.wikidata.org/entity/Q24933903,Castel Coredo,castle,Italy
http://www.wikidata.org/entity/Q1013661,Burg Rheinhausen,castle,Germany
http://www.wikidata.org/entity/Q5050422,Castillo,monument | castle,Spain
http://www.wikidata.org/entity/Q106073345,Veggio Castle,castle | tower house | castle ruin,Italy
http://www.wikidata.org/entity/Q43135333,Alquife Castle,castle,Spain
http://www.wikidata.org/entity/Q5046407,Carrigrohane Castle,castle,Ireland
http://www.wikidata.org/entity/Q5049776,Castle of Folgosinho,castle | cultural heritage,Portugal
http://www.wikidata.org/entity/Q2968751,Château de Campan,castle,France
http://www.wikidata.org/entity/Q3662779,Paderna Castle,castle,Italy
http://www.wikidata.org/entity/Q83719130,Château fort de Dun le Chastel,castle,France
http://www.wikidata.org/entity/Q115557890,Reitwiller Castle,castle,France
http://www.wikidata.org/entity/Q67772255,Burgstelle Gsteig,castle,Switzerland
http://www.wikidata.org/entity/Q47169930,Castell de Vallmanya,castle,France
http://www.wikidata.org/entity/Q24704727,New Navarino Fortress,fortress | castle,Greece
http://www.wikidata.org/entity/Q1427883,Maltesholm Castle,castle,Sweden
http://www.wikidata.org/entity/Q1014600,Wildenburg Castle,castle | castle ruin,Switzerland
http://www.wikidata.org/entity/Q5131620,Clent Castle,castle | folly,United Kingdom
http://www.wikidata.org/entity/Q6832875,Tazouda Castle,castle,Morocco
http://www.wikidata.org/entity/Q3662623,Castello di Gragnano,castle,Italy
http://www.wikidata.org/entity/Q113564344,Castello di Mokarta,castle,Italy
http://www.wikidata.org/entity/Q1014559,Burg Werth,castle | geographic region,Germany
http://www.wikidata.org/entity/Q3848087,Peñaflor Castle,castle,Spain
http://www.wikidata.org/entity/Q2970486,Château de Saint-André du Coing,castle,France
http://www.wikidata.org/entity/Q108588130,Unterhaus,architectural structure | castle,Germany
http://www.wikidata.org/entity/Q2968125,Château d'Arranceau,castle,France
http://www.wikidata.org/entity/Q1013977,Burg Seelbach,castle,Germany
http://www.wikidata.org/entity/Q13430801,Castello di Champorcher,castle,Italy
http://www.wikidata.org/entity/Q5118779,Château de Grégy,castle | château,France
http://www.wikidata.org/entity/Q3662143,Wehrburg,castle,Italy
http://www.wikidata.org/entity/Q108612739,Vranokastro,castle,Greece
http://www.wikidata.org/entity/Q39011952,Tongwynlais alleged Motte,castle,United Kingdom
http://www.wikidata.org/entity/Q1014378,Burg Veynau,castle,Germany
http://www.wikidata.org/entity/Q24568069,Castillo de Zahinos,castle,Spain
http://www.wikidata.org/entity/Q31925729,Burgeln,castle,Germany
http://www.wikidata.org/entity/Q15940078,Château de Cinne,castle,France
http://www.wikidata.org/entity/Q24661590,Comfort Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q58397311,Gut Petersdorf: Landschaftsgarten auf der Burginsel,castle,Germany
http://www.wikidata.org/entity/Q24660036,Barley Pound,castle,United Kingdom
http://www.wikidata.org/entity/Q97499982,Castell d'Arraona,castle,Spain
http://www.wikidata.org/entity/Q3662588,castle of Cosseria,castle,Italy
http://www.wikidata.org/entity/Q3662356,Castello Passerin d'Entreves,castle,Italy
http://www.wikidata.org/entity/Q5445103,Fernie Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2969168,Dundarg Castle,castle | promontory fort | archaeological site,United Kingdom
http://www.wikidata.org/entity/Q1012856,Burg Laubegg,castle,Germany
http://www.wikidata.org/entity/Q42688512,Sebasta Castle,castle,Albania
http://www.wikidata.org/entity/Q5898900,Pasgah Helali Castle,castle | cultural property,Iran
http://www.wikidata.org/entity/Q1815601,Château de Montfort,castle,France
http://www.wikidata.org/entity/Q42779256,Mehrnegar Castle (Gilan-e Gharb County),castle | cultural property,Iran
http://www.wikidata.org/entity/Q11913131,Castell de la Manresana,castle,Spain
http://www.wikidata.org/entity/Q54870718,Castello di Campello Alto,castle,Italy
http://www.wikidata.org/entity/Q1720720,Turmhügelburg Attendorn,castle,Germany
http://www.wikidata.org/entity/Q16268256,Castello di Castelnovo,castle,Italy
http://www.wikidata.org/entity/Q35453820,Castle of Talamantes,rock castle | castle,Spain
http://www.wikidata.org/entity/Q1013069,Burg Mandach,castle,Germany
http://www.wikidata.org/entity/Q682756,Jörgenberg Castle,castle | castle ruin,Switzerland
http://www.wikidata.org/entity/Q946702,Dunrobin Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q8342390,Castell de Lluçà,castle,Spain
http://www.wikidata.org/entity/Q2969873,Château de Messei,castle,France
http://www.wikidata.org/entity/Q2542624,Wallburg Pöhlde,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q83718974,Château fort de Buron,castle,France
http://www.wikidata.org/entity/Q56661781,Dounreay Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2969041,Château de Cornillon (Bugey),castle,France
http://www.wikidata.org/entity/Q3662666,Castello di Lusuolo,castle,Italy
http://www.wikidata.org/entity/Q4892954,Castillo de Abenromá,castle,Spain
http://www.wikidata.org/entity/Q2971249,Château de la Girottière,castle,France
http://www.wikidata.org/entity/Q113386121,Castello di Bivai,castle,Italy
http://www.wikidata.org/entity/Q6932097,Mugdock Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2457103,Château de Trigonant,castle | château,France
http://www.wikidata.org/entity/Q1012404,Burg Hohenerpfingen,castle,Germany
http://www.wikidata.org/entity/Q1014473,Burg Walsburg,castle,Germany
http://www.wikidata.org/entity/Q2970605,Château de Saix,castle,France
http://www.wikidata.org/entity/Q10527173,Hundhamra,hillfort | castle | grave field,Sweden
http://www.wikidata.org/entity/Q15793079,Burg Pritzerbe,castle,Germany
http://www.wikidata.org/entity/Q9386681,Międzylesie Castle,castle,Poland
http://www.wikidata.org/entity/Q16653093,Lenzenberg Castle,castle,Russia | State of the Teutonic Order
http://www.wikidata.org/entity/Q56359192,Ballyrobert Castle,castle,Ireland
http://www.wikidata.org/entity/Q108612398,Castle of Ano Fanari,castle,Greece
http://www.wikidata.org/entity/Q113286012,Castello di Monte Vairano,castle,Italy
http://www.wikidata.org/entity/Q24945559,Lubliniec Castle,castle,Poland
http://www.wikidata.org/entity/Q2243043,Schloss Rabensburg,castle | château,Austria
http://www.wikidata.org/entity/Q1013939,Burg Schwarzwald,castle,Germany
http://www.wikidata.org/entity/Q112317759,Castello di Bascapè,castle,Italy
http://www.wikidata.org/entity/Q2971367,Château de la Roche,castle,France
http://www.wikidata.org/entity/Q5757402,Castle of Leiva,castle,Spain
http://www.wikidata.org/entity/Q1014539,Burg Welterode,castle,Germany
http://www.wikidata.org/entity/Q1012740,Kriegshoven Castle,castle,Germany
http://www.wikidata.org/entity/Q67772680,Château de Réaumont,castle,France
http://www.wikidata.org/entity/Q17596592,Castell de Saburella,castle,Spain
http://www.wikidata.org/entity/Q2968049,Château d'Albinhac,castle,France
http://www.wikidata.org/entity/Q113459586,Castello di Battifolle,castle,Italy
http://www.wikidata.org/entity/Q4989654,Kasteel Huize Ruurlo,museum | castle | house | estate,Netherlands
http://www.wikidata.org/entity/Q5194431,Cupar Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q15944193,Manoir du Blanc-Buisson,castle,France
http://www.wikidata.org/entity/Q24661681,Castell Gwyddgrug,castle,United Kingdom
http://www.wikidata.org/entity/Q69359879,Castle of Roddi,castle | historical park museum | military museum building,Italy
http://www.wikidata.org/entity/Q112686779,Santa Maria a Castello,church building | castle,Italy
http://www.wikidata.org/entity/Q108612725,Castle of Velouchovo,castle,Greece
http://www.wikidata.org/entity/Q50427577,Kilcoe Castle,castle,Ireland
http://www.wikidata.org/entity/Q1015430,Burgruine Neuberg,castle,Germany
http://www.wikidata.org/entity/Q5118808,Château de Mirabat,castle | château,France
http://www.wikidata.org/entity/Q2970355,Château de Remilly-les-Pothées,castle,France
http://www.wikidata.org/entity/Q18696056,Castell de Caldes,castle,Spain
http://www.wikidata.org/entity/Q27993868,Castle of Roccaverano,castle,Italy
http://www.wikidata.org/entity/Q55049109,O'Grady's Castle,castle,Ireland
http://www.wikidata.org/entity/Q159971,Lemberk Castle,castle | château,Czech Republic
http://www.wikidata.org/entity/Q17518662,Kastro tis Orias,castle,Greece
http://www.wikidata.org/entity/Q1014544,Burg Werdenstein,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q14943607,Auchanachie Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q5561343,Gilbertfield Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q3662086,Colz,castle | Ansitz,Italy
http://www.wikidata.org/entity/Q113334458,Castello di Maillo,castle,Italy
http://www.wikidata.org/entity/Q18431640,Castle in Brok,castle,Poland
http://www.wikidata.org/entity/Q5183962,Creevekeeran Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q15940494,Château de Pujols,castle,France
http://www.wikidata.org/entity/Q30737476,Schwarzenbourg Castle,castle,France
http://www.wikidata.org/entity/Q17647521,Motte and double ringwork east of Bishopstrow Farm,motte-and-bailey castle | castle,United Kingdom
http://www.wikidata.org/entity/Q18046588,Fortifications romaines des Cluses,castle,France
http://www.wikidata.org/entity/Q29491623,Van House,mansion | castle,United Kingdom
http://www.wikidata.org/entity/Q747306,Fort-la-Latte,castle,France
http://www.wikidata.org/entity/Q78660839,Château de Joyeuse,castle,France
http://www.wikidata.org/entity/Q104778385,Ilud Castle,castle,Iran
http://www.wikidata.org/entity/Q7659623,Sycharth Castle,motte-and-bailey castle | castle | archaeological site,United Kingdom
http://www.wikidata.org/entity/Q2970459,Château de Ruynes,castle,France
http://www.wikidata.org/entity/Q842895,Château de Kintzheim,castle,France
http://www.wikidata.org/entity/Q9386678,Maribor Castle,castle,Slovenia
http://www.wikidata.org/entity/Q113361709,Castello di Ternengo,castle,Italy
http://www.wikidata.org/entity/Q38099099,Frohnburghof,castle,Austria
http://www.wikidata.org/entity/Q1014445,Burg Waldangelloch,castle,Germany
http://www.wikidata.org/entity/Q33123115,Rush Demense Castle,castle,Ireland
http://www.wikidata.org/entity/Q105975374,Muirfad Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q1013371,Burg Oberhohenberg,castle,Germany
http://www.wikidata.org/entity/Q458673,Belfort castle ruin,castle | castle ruin,Switzerland
http://www.wikidata.org/entity/Q113577918,Castello di Molara,castle,Italy
http://www.wikidata.org/entity/Q26379959,Crew Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2968302,Château d'Oigny-en-Valois,castle,France
http://www.wikidata.org/entity/Q24890788,Archbold's Castle,castle,Ireland
http://www.wikidata.org/entity/Q12141841,Castle Połonnem,castle,Ukraine
http://www.wikidata.org/entity/Q3662805,Poira Castle,castle,Italy
http://www.wikidata.org/entity/Q113303919,Castello di Pratalina,castle,Italy
http://www.wikidata.org/entity/Q55435447,Rovere Castle,castle | castle ruin,Italy
http://www.wikidata.org/entity/Q67772729,Castello di Bizzozero,castle,Italy
http://www.wikidata.org/entity/Q43672211,Castle of Roccaferrara,castle,Italy
http://www.wikidata.org/entity/Q17595778,Castell Coll,castle,Spain
http://www.wikidata.org/entity/Q112140419,Castello di G. Fermo degli Alessandri,castle,Italy
http://www.wikidata.org/entity/Q17596452,Castell de Montsuar,castle,Spain
http://www.wikidata.org/entity/Q113163607,Castello di Conscente,castle,Italy
http://www.wikidata.org/entity/Q20985567,Castell de Montlleó,castle,Spain
http://www.wikidata.org/entity/Q5905500,Sar Firuzabad Castle,castle,Iran
http://www.wikidata.org/entity/Q1013318,Burg Niederburg,castle,Germany
http://www.wikidata.org/entity/Q7253424,Przemyśl Castle,castle,Poland
http://www.wikidata.org/entity/Q15108240,Burg Kühschlag,castle,Austria
http://www.wikidata.org/entity/Q1013426,Burg Oldenburg,castle,Germany
http://www.wikidata.org/entity/Q8342196,Castell de Bufalaranya,castle,Spain
http://www.wikidata.org/entity/Q112137909,Castello di Stefanago,castle,Italy
http://www.wikidata.org/entity/Q2552418,Ardvreck Castle,castle | barn,United Kingdom
http://www.wikidata.org/entity/Q1013573,Ramstein Castle,castle,Germany
http://www.wikidata.org/entity/Q940492,Bouzov Castle,castle,Czech Republic
http://www.wikidata.org/entity/Q15108432,Burgstall Rettenburg,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q2968565,Château de Bity,castle,France
http://www.wikidata.org/entity/Q61883080,Vieille Cour Castle,castle,France
http://www.wikidata.org/entity/Q2969849,Château de Mausson,castle,France
http://www.wikidata.org/entity/Q12634374,Castello di Coriolano Cippico,castle,Croatia
http://www.wikidata.org/entity/Q322183,Riga Castle,castle,Latvia
http://www.wikidata.org/entity/Q1013788,Burg Rüthen,castle,Germany
http://www.wikidata.org/entity/Q14333115,Burg Adlmannstein,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q17596732,Castell de Talteüll,castle,Spain
http://www.wikidata.org/entity/Q2520602,Château de Flers,castle,France
http://www.wikidata.org/entity/Q1049226,Castillo de Montealegre de Campos,castle | silo,Spain
http://www.wikidata.org/entity/Q805847,Balvenie Castle,destroyed building or structure | castle,United Kingdom
http://www.wikidata.org/entity/Q81866530,Banff Castle,castle | motte | house,United Kingdom
http://www.wikidata.org/entity/Q1013905,Burg Schmidsreute,castle,Germany
http://www.wikidata.org/entity/Q97616344,Castillo,monument | castle,Spain
http://www.wikidata.org/entity/Q30505934,Castle in Torrehermosa,castle,Spain
http://www.wikidata.org/entity/Q83719314,Château fort de Lenest,castle,France
http://www.wikidata.org/entity/Q98290504,Cultural heritage D-7-8427-0057 in Immenstadt im Allgäu,castle | feature | Bodendenkmal,Germany
http://www.wikidata.org/entity/Q33516551,Castle of Ainzon,castle,Spain
http://www.wikidata.org/entity/Q2970354,Château de Remilly-Aillicourt,castle,France
http://www.wikidata.org/entity/Q120692000,Chehel Dokhtar Castle (Kashmar County),destroyed building or structure | castle,Iran
http://www.wikidata.org/entity/Q5049672,Green Castle,castle | fortified manor house | building,United Kingdom
http://www.wikidata.org/entity/Q19828409,Tomen yr Allt,castle | motte | archaeological site,United Kingdom
http://www.wikidata.org/entity/Q55377098,Alfieri Castle in Magliano,castle,Italy
http://www.wikidata.org/entity/Q62066808,Buccinasco Castle,castle | villa | architectural ensemble,Italy
http://www.wikidata.org/entity/Q83719216,Château fort de l'Embege,castle,France
http://www.wikidata.org/entity/Q3662928,Tour de Ville Castle,castle,Italy
http://www.wikidata.org/entity/Q78660697,Château de Canet,castle,France
http://www.wikidata.org/entity/Q26276636,Clayton Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q2971726,Château Le Manais,castle,France
http://www.wikidata.org/entity/Q16411825,Gulbenes viduslaiku pils,castle,Latvia
http://www.wikidata.org/entity/Q6534649,Leutemberg Castle,castle | building,Slovenia
http://www.wikidata.org/entity/Q1013694,Burg Rockenstuhl,castle,Germany
http://www.wikidata.org/entity/Q18214371,Domaine de Chennebrun,castle | château,France
http://www.wikidata.org/entity/Q113140749,Castello di Roncadelle,castle,Italy
http://www.wikidata.org/entity/Q38599528,Llanelli New Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q1012890,Lehrbach Castle,castle | ruins | cultural heritage ensemble,Germany
http://www.wikidata.org/entity/Q63495355,Santa Severa Castle,castle,Italy
http://www.wikidata.org/entity/Q113451548,Norman castle,castle,Italy
http://www.wikidata.org/entity/Q97629974,Castillo,monument | castle,Spain
http://www.wikidata.org/entity/Q1008083,Gara-halom,castle,Hungary
http://www.wikidata.org/entity/Q111413143,Castello di Casiglio,hotel | castle,Italy
http://www.wikidata.org/entity/Q696951,Pfalzgrafenstein Castle,castle | toll castle,Germany
http://www.wikidata.org/entity/Q3662675,Castello di Mariana Mantovana,castle,Italy
http://www.wikidata.org/entity/Q3662141,Castel Sant'Angelo,castle | military museum building,Italy
http://www.wikidata.org/entity/Q8342572,Castell de Subirats,castle,Spain
http://www.wikidata.org/entity/Q1808663,Château de Bayac,castle | château,France
http://www.wikidata.org/entity/Q15106211,Abschnittsbefestigung Mallburg,castle | archaeological site,Germany
http://www.wikidata.org/entity/Q2133040,Raubschloss Ringethal,castle,Germany
http://www.wikidata.org/entity/Q58402266,Burggraben,castle,Germany
http://www.wikidata.org/entity/Q5895970,Bedaf Castle,castle,Iran
http://www.wikidata.org/entity/Q1012269,Heinfels Castle,castle | rocca,Austria
http://www.wikidata.org/entity/Q2175300,Heidburg,castle,Germany
http://www.wikidata.org/entity/Q16325207,Castle of Meximieux,castle,France
http://www.wikidata.org/entity/Q55732939,Castillo de Canales,castle,Spain
http://www.wikidata.org/entity/Q3811187,Castle of Marvão,castle | cultural heritage,Portugal
http://www.wikidata.org/entity/Q20594302,Llanthomas Castle Mound,castle | motte,United Kingdom
http://www.wikidata.org/entity/Q83719184,Château fort de Gigondas,castle,France
http://www.wikidata.org/entity/Q1012852,Lanšperk Castle,castle | castle ruin,Czech Republic
http://www.wikidata.org/entity/Q4354900,Dubingiai Castle,castle,Lithuania
http://www.wikidata.org/entity/Q2154496,Château de La Gallée,castle,France
http://www.wikidata.org/entity/Q11913068,Castell de Palagret,castle,Spain
http://www.wikidata.org/entity/Q108612426,Damasio Castle,castle,Greece
http://www.wikidata.org/entity/Q2968789,Château de Caudeval,castle,France
http://www.wikidata.org/entity/Q2969422,Château de Jasseron,castle,France
http://www.wikidata.org/entity/Q24424299,Torre del homenaje del antiguo castillo,monument | castle | tower,Spain
http://www.wikidata.org/entity/Q3662698,Castello di Miradolo,castle | real property,Italy
http://www.wikidata.org/entity/Q33224588,Schloß Schwenzin,castle,Germany
http://www.wikidata.org/entity/Q3299266,Kanina Fortress,castle | historic site,Albania
http://www.wikidata.org/entity/Q5874295,Qameshlu Castle,castle,Iran
http://www.wikidata.org/entity/Q3663135,Castello della Pietra,castle,Italy
http://www.wikidata.org/entity/Q49575018,Denkmalschutzgebiet Stadtkern Burgstädt,castle,Germany
http://www.wikidata.org/entity/Q17496804,Ioannina Castle,castle | archaeological site,Greece
http://www.wikidata.org/entity/Q8342191,Castell de Besora,castle,Spain
http://www.wikidata.org/entity/Q1559136,Haus Traar,castle,Germany
http://www.wikidata.org/entity/Q122219728,Original Swansea Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q38599487,"Castell Placename, Waen",castle,United Kingdom
http://www.wikidata.org/entity/Q1011701,Festenstein Castle,castle,Italy
http://www.wikidata.org/entity/Q80471029,Ellon Castle,castle,United Kingdom
http://www.wikidata.org/entity/Q13580496,Castello di Montfleury,castle,Italy
http://www.wikidata.org/entity/Q106082299,Torrione e Rocca Malatestiana,castle,Italy
http://www.wikidata.org/entity/Q67772071,Burgruine Chastels,castle,Switzerland
http://www.wikidata.org/entity/Q1551416,Gräfenberg,castle | mountain,Germany
http://www.wikidata.org/entity/Q5916970,Erdan Castle,castle | cultural property,Iran
